date,department,disease_category,specific_disease,patient_count,occupied_beds,total_beds,occupancy_rate,severity,avg_length_of_stay,icu_required,emergency_admission,discharges,ed_wait_time_minutes,labour_staffing,admission_discharge_ratio,bed_utilization,acuity_index,staff_to_patient_ratio,readmission_risk,complexity_score,recovery_rate,satisfaction_score,cost_per_bed,mortality_rate,days_since_turnover,equipment_availability,infection_rate,readmission_count,transfer_count,day_of_week,month,week_number,is_weekend,is_holiday
2025-07-13,Cardiology,Cardiovascular,ACS & Heart Failure,19,23,30,0.7666666666666667,MEDIUM,8.083836308914083,3,0,7,,4.4233135299708035,2.375,0.7666666666666667,0.4,0.2211656764985402,0.4934411068667187,56.550974280271504,43.449025719728496,68.74057321559931,3000.0,0.01,2,0.910153738676041,0.05002001508077719,1,0,6,7,28,1,0
2025-07-13,Emergency,Trauma,ED High Acuity Mix,11,13,15,0.8666666666666667,MEDIUM,6.568341046579777,1,10,5,176.10601948988185,2.6239396414442693,3.5,0.8666666666666667,0.4,0.21866163678702244,0.640781388137449,50.57576157220238,49.42423842779762,35.965460498662125,1800.0,0.01,7,0.8805032911359099,0.07505051529764313,1,1,6,7,28,1,0
2025-07-13,General Ward,General,Respiratory & Med-Surg,68,81,100,0.81,LOW,4.068703402724018,4,3,42,,16.75492958353789,1.6511627906976745,0.81,0.3,0.24282506642808538,0.5546083209533988,27.632383092229013,72.36761690777098,56.77976486566298,1080.0,0.002,3,0.8941188627789582,0.06637750387541365,6,0,6,7,28,1,0
2025-07-13,ICU,Respiratory,Critical Care Mix,11,14,20,0.7,HIGH,9.176214156661688,5,0,5,,2.7528966484548474,1.8333333333333333,0.7,0.65,0.22940805403790396,0.4031669546505238,78.72092959370887,21.279070406291126,72.17960813337005,6300.0,0.03,7,0.8844627690563539,0.06721884563962258,0,0,6,7,28,1,0
2025-07-13,Neurology,Neurological,Movement Disorders,17,20,28,0.7142857142857143,HIGH,4.066511509231924,8,0,8,,3.8411817870261182,1.8888888888888888,0.7142857142857143,0.65,0.21339898816811767,0.44078402838774317,78.06313188668557,21.936868113314432,65.06562061608825,3600.0,0.03,3,0.9529067446345659,0.057066072511518566,1,0,6,7,28,1,0
2025-07-13,Oncology,Cancer,Radiation Therapy,14,17,25,0.68,MEDIUM,7.174033237942032,2,0,5,,3.782659966804729,2.3333333333333335,0.68,0.4,0.25217733112031526,0.40119513316071476,63.12652790134456,36.87347209865544,64.82774268992779,2640.0,0.01,7,0.9288506931205528,0.043563114136689784,1,0,6,7,28,1,0
2025-07-13,Orthopedics,Musculoskeletal,Spine Surgery,20,24,35,0.6857142857142857,HIGH,10.311823451888465,9,1,9,,4.557880893713179,2.1,0.6857142857142857,0.65,0.2170419473196752,0.4037313971005142,70.45923025696165,29.540769743038354,61.75839767745828,3240.0,0.03,2,0.8992267974709871,0.05323820676182826,1,0,6,7,28,1,0
2025-07-14,Cardiology,Cardiovascular,Arrhythmia Management,20,24,30,0.8,MEDIUM,4.877523355603909,3,1,8,,4.971627982185357,2.3333333333333335,0.8,0.4,0.23674418962787414,0.5438591551896477,50.343403548252695,49.656596451747305,66.30984626991955,3000.0,0.01,3,0.9107303226657653,0.056411213394920334,1,0,0,7,29,0,0
2025-07-14,Emergency,Trauma,ED High Acuity Mix,9,11,15,0.7333333333333333,MEDIUM,7.006574198346252,1,6,4,98.09123070157504,2.458977107389812,3.0,0.7333333333333333,0.4,0.2458977107389812,0.4431754092088304,45.66980702593505,54.33019297406495,52.298219384004675,1800.0,0.01,6,0.8877079789813975,0.06705692116769614,0,0,0,7,29,0,0
2025-07-14,General Ward,General,Respiratory & Med-Surg,73,86,100,0.86,LOW,3.71351385855436,4,3,37,,19.371734227013405,2.0,0.86,0.3,0.26178019225693794,0.6331766596191941,20.99623882294904,79.00376117705096,63.51790590393239,1080.0,0.002,6,0.8656854171501036,0.07388257191910391,7,12,0,7,29,0,0
2025-07-14,ICU,Respiratory,Critical Care Mix,11,14,20,0.7,CRITICAL,10.832839115624765,11,1,4,,2.8651159402810906,2.4,0.7,1.05,0.23875966169009089,0.3931017706184651,92.85408854886172,7.145911451138275,64.10536943554645,8750.0,0.08,4,0.9470220743651264,0.0527781004530299,0,0,0,7,29,0,0
2025-07-14,Neurology,Neurological,Stroke & Seizure,16,19,28,0.6785714285714286,LOW,3.941780564453343,0,0,7,,3.983936150159768,2.0,0.6785714285714286,0.3,0.23434918530351578,0.38931870614433234,31.864099629220885,68.13590037077911,69.02147250658868,1800.0,0.002,3,0.9628120706148275,0.07195141181887454,1,0,0,7,29,0,0
2025-07-14,Oncology,Cancer,Chemo & Complications,13,16,25,0.64,MEDIUM,5.7725666826835775,2,0,4,,3.7571649041701707,2.6,0.64,0.4,0.2683689217264408,0.33993414007390804,43.20399365668339,56.79600634331661,63.18526873671869,2640.0,0.01,7,0.9249871417072587,0.05338485496580063,1,0,0,7,29,0,0
2025-07-14,Orthopedics,Musculoskeletal,Spine Surgery,23,28,35,0.8,HIGH,7.717516357862936,11,1,10,,5.252173595028569,2.1818181818181817,0.8,0.65,0.21884056645952368,0.5327076047732642,70.87115452265921,29.12884547734079,69.39939348104376,3240.0,0.03,5,0.9418833976649382,0.06976380870895497,2,0,0,7,29,0,0
2025-07-15,Cardiology,Cardiovascular,Arrhythmia Management,21,25,30,0.8333333333333334,HIGH,6.256504729421898,10,1,8,,4.3407317100467155,2.4444444444444446,0.8333333333333334,0.65,0.19730598682030526,0.588112443747072,77.83796682304481,22.16203317695519,59.37558491125584,4500.0,0.03,3,0.9516766965988825,0.06120587914290952,2,0,1,7,29,0,0
2025-07-15,Emergency,Trauma,ED High Acuity Mix,9,11,15,0.7333333333333333,MEDIUM,7.863931095040541,1,8,4,96.67911528916042,2.2813021473573123,3.4,0.7333333333333333,0.4,0.22813021473573122,0.4624351285351344,49.10445424573097,50.89554575426903,48.10845480666229,1800.0,0.01,3,0.8705592579801547,0.053881502801094744,0,0,1,7,29,0,0
2025-07-15,General Ward,General,Infectious Diseases,68,80,100,0.8,MEDIUM,4.9717362959380225,12,3,37,,17.12916225610352,1.868421052631579,0.8,0.4,0.24824872834932638,0.5489734757415518,47.78671866560439,52.21328133439561,55.23330675596725,1440.0,0.01,6,0.8919237170084159,0.07069549822350929,6,0,1,7,29,0,0
2025-07-15,ICU,Respiratory,Critical Care Mix,13,16,20,0.8,CRITICAL,11.200704085095282,12,1,7,,3.214164601358514,1.75,0.8,1.05,0.22958318581132242,0.521321750695132,92.1538839518285,7.8461160481714955,63.375155814842984,8750.0,0.08,3,0.9406230582591322,0.0652183361320538,1,0,1,7,29,0,0
2025-07-15,Neurology,Neurological,Stroke & Seizure,17,20,28,0.7142857142857143,HIGH,5.9204440241972645,8,0,8,,3.490184351105446,1.8888888888888888,0.7142857142857143,0.65,0.1938991306169692,0.4350146673501301,65.68476571588762,34.31523428411238,64.46434261421686,3600.0,0.03,6,0.9386397079264603,0.05750155064567959,1,0,1,7,29,0,0
2025-07-15,Oncology,Cancer,Chemo & Complications,16,19,25,0.76,HIGH,6.981479333942564,7,0,8,,4.384771391287936,1.7777777777777777,0.76,0.65,0.25792772889929033,0.5008939675662343,76.79193306564088,23.208066934359124,63.756714733944456,3960.0,0.03,7,0.9385452358132927,0.06565879264401774,1,0,1,7,29,0,0
2025-07-15,Orthopedics,Musculoskeletal,Fractures & Replacements,18,22,35,0.6285714285714286,CRITICAL,10.969401259221735,17,2,10,,4.2886391014786485,1.8181818181818181,0.6285714285714286,1.05,0.22571784744624465,0.3274295197256604,96.01757801859274,3.9824219814072563,67.14984223513548,4500.0,0.08,7,0.8534863101353306,0.07357282603919497,1,0,1,7,29,0,0
2025-07-16,Cardiology,Cardiovascular,Arrhythmia Management,18,22,30,0.7333333333333333,LOW,3.3761597513127395,1,0,8,,4.887269842486194,2.0,0.7333333333333333,0.3,0.2572247285519049,0.443298876770732,34.544687484442996,65.45531251555701,71.29810812097412,2250.0,0.002,4,0.9570926013283293,0.04955678879396948,1,0,2,7,29,0,0
2025-07-16,Emergency,Trauma,ED High Acuity Mix,10,12,15,0.8,MEDIUM,7.967087705568187,1,8,6,122.84045038605095,2.7719936590218315,2.5714285714285716,0.8,0.4,0.2519994235474392,0.5644309183302869,47.10988796028858,52.89011203971142,42.68982595785036,1800.0,0.01,7,0.9119131876138686,0.05883361484154215,1,0,2,7,29,0,0
2025-07-16,General Ward,General,Respiratory & Med-Surg,63,75,100,0.75,MEDIUM,6.544371834041516,11,3,29,,15.580063397238268,2.2,0.75,0.4,0.24343849058184794,0.4727568757934874,51.8256515616198,48.1743484383802,56.201465551475685,1440.0,0.01,5,0.8993948025013381,0.03874355093133401,5,0,2,7,29,0,0
2025-07-16,ICU,Respiratory,Critical Care Mix,12,15,20,0.75,HIGH,6.9061880838140945,6,0,6,,2.99742394962161,1.7142857142857142,0.75,0.65,0.23057107304781616,0.46562157301523016,76.81404138276343,23.185958617236565,65.07860328826771,6300.0,0.03,4,0.9353684748458508,0.044551916633452926,1,0,2,7,29,0,0
2025-07-16,Neurology,Neurological,Stroke & Seizure,16,19,28,0.6785714285714286,HIGH,7.022632307303575,7,0,10,,4.648434880333057,1.4545454545454546,0.6785714285714286,0.65,0.2734373459019445,0.40026442041970794,65.92792523475359,34.07207476524641,66.76648037872258,3600.0,0.03,6,0.9352825126488445,0.05591128344876782,1,0,2,7,29,0,0
2025-07-16,Oncology,Cancer,Chemo & Complications,15,18,25,0.72,HIGH,8.921282203897974,7,0,8,,3.773970423132128,1.6666666666666667,0.72,0.65,0.235873151445758,0.44447197798221993,68.47085386914172,31.52914613085828,55.36591678128732,3960.0,0.03,3,0.8863795907102867,0.05963811496333854,1,0,2,7,29,0,0
2025-07-16,Orthopedics,Musculoskeletal,Fractures & Replacements,18,22,35,0.6285714285714286,HIGH,8.635047524498512,8,0,9,,4.000946102029272,1.8,0.6285714285714286,0.65,0.21057611063311957,0.33301512654988646,72.77444879708628,27.22555120291372,64.82205731144782,3240.0,0.03,3,0.9317318997970667,0.043915094190492256,1,0,2,7,29,0,0
2025-07-17,Cardiology,Cardiovascular,Arrhythmia Management,18,22,30,0.7333333333333333,HIGH,7.8948366356692405,8,0,8,,4.154465926139602,2.0,0.7333333333333333,0.65,0.21865610137576855,0.44684353374695374,69.6429030414396,30.357096958560405,74.69126748697471,4500.0,0.03,3,0.8638549421961584,0.07391494047562464,1,0,3,7,29,0,0
2025-07-17,Emergency,Trauma,ED High Acuity Mix,8,10,15,0.6666666666666666,MEDIUM,5.26131931211824,1,7,3,123.25812936981421,2.129763540194377,3.75,0.6666666666666666,0.4,0.23664039335493076,0.3816812472332787,51.91270410247534,48.08729589752466,56.72576860700986,1800.0,0.01,3,0.9529926988510141,0.04165207740025364,0,0,3,7,29,0,0
2025-07-17,General Ward,General,Infectious Diseases,68,80,100,0.8,LOW,5.124095894701625,4,3,34,,13.16385701478573,2.0285714285714285,0.8,0.3,0.19078053644617,0.5462554263751914,24.8454468640776,75.1545531359224,59.82290187822195,1080.0,0.002,7,0.8937665609717318,0.06777776390166151,6,0,3,7,29,0,0
2025-07-17,ICU,Respiratory,Critical Care Mix,13,16,20,0.8,HIGH,10.874581819723725,6,0,7,,3.717471425586797,1.625,0.8,0.65,0.2655336732561998,0.5409002649605662,81.14866055257272,18.85133944742728,63.45333897963469,6300.0,0.03,5,0.9016534073779264,0.06300433396613928,1,0,3,7,29,0,0
2025-07-17,Neurology,Neurological,Stroke & Seizure,20,24,28,0.8571428571428571,HIGH,10.419787920038209,9,1,11,,5.261213328758755,1.75,0.8571428571428571,0.65,0.2505339680361312,0.6171073201024796,75.45749755228695,24.542502447713048,63.634822691473275,3600.0,0.03,4,0.8878063994445824,0.0743089645592182,2,3,3,7,29,0,0
2025-07-17,Oncology,Cancer,Chemo & Complications,15,18,25,0.72,HIGH,7.053785173278955,7,0,6,,3.45736509881108,2.142857142857143,0.72,0.65,0.2160853186756925,0.44732785134029734,77.34279899540971,22.65720100459029,62.3941955794062,3960.0,0.03,3,0.8982403333901103,0.0485295587024811,1,0,3,7,29,0,0
2025-07-17,Orthopedics,Musculoskeletal,Fractures & Replacements,23,28,35,0.8,HIGH,7.254448411070494,11,1,12,,4.964591563474746,1.8461538461538463,0.8,0.65,0.20685798181144777,0.5367230846814132,73.73727938892458,26.262720611075423,62.21953663662311,3240.0,0.03,2,0.9518949158129962,0.06953822817744323,2,0,3,7,29,0,0
2025-07-18,Cardiology,Cardiovascular,Arrhythmia Management,17,21,30,0.7,HIGH,7.556476660735003,8,0,8,,4.394253555397233,1.8888888888888888,0.7,0.65,0.24412519752206852,0.4079847774802671,68.86010094311149,31.13989905688851,65.876577310364,4500.0,0.03,6,0.8735076025803675,0.06520581721772092,1,0,4,7,29,0,0
2025-07-18,Emergency,Trauma,ED High Acuity Mix,7,9,15,0.6,MEDIUM,5.941156579143628,1,5,2,89.75359065863789,1.9238416995914613,4.0,0.6,0.4,0.24048021244893267,0.282336001164812,45.697463367473446,54.302536632526554,54.87648141372814,1800.0,0.01,2,0.8156465377145242,0.047891805968199676,0,0,4,7,29,0,0
2025-07-18,General Ward,General,Infectious Diseases,70,83,100,0.83,LOW,5.019513438052882,4,3,34,,16.17769654901538,2.085714285714286,0.83,0.3,0.2278548809720476,0.5826957132534742,22.316227259039117,77.68377274096088,48.13278625593759,1080.0,0.002,2,0.8790473678440598,0.05337149735715347,6,0,4,7,29,0,0
2025-07-18,ICU,Respiratory,Critical Care Mix,11,14,20,0.7,CRITICAL,9.455612187697959,11,1,5,,3.312240742760178,2.0,0.7,1.05,0.2760200618966815,0.39061387419341453,100.39505681206768,0.0,59.932315819584566,8750.0,0.08,6,0.9225456847767737,0.05721436214002142,0,0,4,7,29,0,0
2025-07-18,Neurology,Neurological,Movement Disorders,17,21,28,0.75,MEDIUM,7.144842552057362,3,0,10,,3.626069315862942,1.5454545454545454,0.75,0.4,0.20144829532571898,0.47156388317338277,50.873254589489,49.126745410511,59.19102713034382,2400.0,0.01,2,0.8839860711706035,0.050071767174591025,1,0,4,7,29,0,0
2025-07-18,Oncology,Cancer,Radiation Therapy,16,19,25,0.76,MEDIUM,6.055361191961506,2,0,6,,3.5702396803303813,2.2857142857142856,0.76,0.4,0.2100140988429636,0.4975976848214708,53.9239532715171,46.0760467284829,56.59888907891981,2640.0,0.01,4,0.9816141914755416,0.051705481144155976,1,0,4,7,29,0,0
2025-07-18,Orthopedics,Musculoskeletal,Fractures & Replacements,20,24,35,0.6857142857142857,HIGH,8.466068156530818,9,1,7,,5.343782608025812,2.625,0.6857142857142857,0.65,0.2544658384774196,0.4027989256147533,76.06337008070892,23.93662991929108,72.9860037867955,3240.0,0.03,3,0.9873839042756313,0.04973802659326723,1,0,4,7,29,0,0
2025-07-19,Cardiology,Cardiovascular,Arrhythmia Management,17,20,30,0.6666666666666666,HIGH,7.685824419321036,8,0,7,,3.4001746667842925,2.125,0.6666666666666666,0.65,0.18889859259912736,0.38725934523412797,68.40953982102248,31.590460178977523,69.38108570875748,4500.0,0.03,6,0.9634552560697293,0.0389662319029969,1,0,5,7,29,1,0
2025-07-19,Emergency,Trauma,ED High Acuity Mix,8,10,15,0.6666666666666666,MEDIUM,6.0904263762272635,1,4,3,70.87379545843682,2.248005555412203,3.0,0.6666666666666666,0.4,0.24977839504580032,0.35817433004200294,47.3141786880584,52.6858213119416,51.14943334825828,1800.0,0.01,3,0.9689452276230912,0.062019495704657965,0,0,5,7,29,1,0
2025-07-19,General Ward,General,Respiratory & Med-Surg,64,76,100,0.76,CRITICAL,11.412169999973205,60,9,29,,18.60249159745593,2.433333333333333,0.76,1.05,0.2861921784223989,0.49234235843131424,99.62478947252879,0.37521052747121075,42.04406469481884,3000.0,0.08,4,0.985323284813523,0.04937737784569529,5,0,5,7,29,1,0
2025-07-19,ICU,Respiratory,Critical Care Mix,13,16,20,0.8,CRITICAL,7.100262200117459,12,1,7,,3.6297090305862914,1.75,0.8,1.05,0.2592649307561637,0.5239988331643606,94.66540445165977,5.334595548340232,72.77368597478645,8750.0,0.08,2,0.9193449797634073,0.06473062411245807,1,0,5,7,29,1,0
2025-07-19,Neurology,Neurological,Movement Disorders,18,22,28,0.7857142857142857,HIGH,4.113381247238933,8,0,7,,4.65259450512824,2.25,0.7857142857142857,0.65,0.24487339500674948,0.520359773848745,66.70318770385114,33.29681229614886,56.69335355318788,3600.0,0.03,3,0.875816562565818,0.06335074013940868,1,0,5,7,29,1,0
2025-07-19,Oncology,Cancer,Chemo & Complications,14,17,25,0.68,MEDIUM,4.112266921653898,2,0,5,,3.6964605492767695,2.3333333333333335,0.68,0.4,0.24643070328511796,0.3977194534848987,51.93890604681194,48.06109395318806,71.85865671397852,2640.0,0.01,5,0.900440040829936,0.032891162442187837,1,0,5,7,29,1,0
2025-07-19,Orthopedics,Musculoskeletal,Spine Surgery,22,27,35,0.7714285714285715,HIGH,7.005248253914266,10,1,10,,5.5270861664110775,2.090909090909091,0.7714285714285715,0.65,0.24030809419178598,0.5013271565400909,78.14589928937278,21.854100710627222,53.90321493966202,3240.0,0.03,7,0.9287824294147489,0.064986312937196,2,0,5,7,29,1,0
2025-07-20,Cardiology,Cardiovascular,Arrhythmia Management,17,20,30,0.6666666666666666,MEDIUM,7.897595076456273,3,0,9,,4.183921181181796,1.7,0.6666666666666666,0.4,0.23244006562121086,0.39416976034923923,49.91865119545168,50.08134880454832,62.60267980943074,3000.0,0.01,3,0.8532473840029235,0.06277632989017333,1,0,6,7,29,1,0
2025-07-20,Emergency,Trauma,ED High Acuity Mix,9,11,15,0.7333333333333333,HIGH,11.884156020330401,4,6,4,121.24172484307871,2.4132820042181,3.0,0.7333333333333333,0.65,0.24132820042180997,0.4425931938952807,81.40919514297647,18.590804857023528,50.84818406034616,2700.0,0.03,6,0.8843397598510984,0.04759540300261221,0,0,6,7,29,1,0
2025-07-20,General Ward,General,Infectious Diseases,65,77,100,0.77,MEDIUM,4.823180567911123,11,3,31,,13.886392199112077,2.125,0.77,0.4,0.21039988180472843,0.5016426900360708,39.332790702137245,60.667209297862755,69.66644959660685,1440.0,0.01,4,0.9503118596748145,0.06244823366802152,6,0,6,7,29,1,0
2025-07-20,ICU,Respiratory,Critical Care Mix,11,14,20,0.7,HIGH,6.300966337515738,5,0,5,,2.6923096440039145,1.8333333333333333,0.7,0.65,0.2243591370003262,0.3979777444999252,82.59052115197568,17.40947884802432,70.13207628196429,6300.0,0.03,7,0.9014097159608332,0.03992880526736002,0,0,6,7,29,1,0
2025-07-20,Neurology,Neurological,Stroke & Seizure,17,20,28,0.7142857142857143,MEDIUM,4.950295639882148,3,0,8,,4.330019617459271,1.8888888888888888,0.7142857142857143,0.4,0.24055664541440397,0.4365364401839504,53.61511451865086,46.38488548134914,64.50221643907473,2400.0,0.01,4,0.9676610684458639,0.03297459468752734,1,0,6,7,29,1,0
2025-07-20,Oncology,Cancer,Radiation Therapy,14,17,25,0.68,MEDIUM,7.293924488046721,2,0,6,,3.719049097610839,2.0,0.68,0.4,0.24793660650738927,0.3853356361733152,45.28269210652826,54.71730789347174,66.86118400378226,2640.0,0.01,2,0.8906778640924851,0.0664986592988222,1,0,6,7,29,1,0
2025-07-20,Orthopedics,Musculoskeletal,Spine Surgery,19,23,35,0.6571428571428571,HIGH,11.030959331375222,9,0,8,,5.02433038880044,2.111111111111111,0.6571428571428571,0.65,0.251216519440022,0.36177558604401167,70.97824921083951,29.021750789160492,66.64219425207664,3240.0,0.03,3,0.8916424504934191,0.05604084146609069,1,0,6,7,29,1,0
2025-07-21,Cardiology,Cardiovascular,Arrhythmia Management,21,25,30,0.8333333333333334,MEDIUM,5.4673735846228,3,1,7,,4.393769525263865,2.75,0.8333333333333334,0.4,0.19971679660290295,0.5918059104710238,45.38511550812953,54.61488449187047,61.56079210913014,3000.0,0.01,7,0.9559675322165121,0.06297445661640393,2,0,0,7,30,0,0
2025-07-21,Emergency,Trauma,ED High Acuity Mix,8,10,15,0.6666666666666666,MEDIUM,2.7136674795183184,1,6,3,127.36307397085938,2.5953650393671697,3.5,0.6666666666666666,0.4,0.2883738932630189,0.3827372641495555,59.50415907532872,40.49584092467128,55.351675590632766,1800.0,0.01,2,0.8056507587234104,0.030678133770650592,0,0,0,7,30,0,0
2025-07-21,General Ward,General,Respiratory & Med-Surg,73,86,100,0.86,HIGH,8.160346777450926,34,3,37,,17.89345376863563,2.0,0.86,0.65,0.2418034293058869,0.6292649123228998,82.9283958655038,17.071604134496198,61.539555716702516,2160.0,0.03,7,0.8750688784874624,0.0684339835498244,7,12,0,7,30,0,0
2025-07-21,ICU,Respiratory,Critical Care Mix,13,16,20,0.8,CRITICAL,7.686538153153723,12,1,6,,3.2580765812920887,2.0,0.8,1.05,0.23271975580657775,0.5509764985981519,95.94240079246251,4.057599207537493,62.49114771088389,8750.0,0.08,1,0.9992598172695157,0.058172948904341465,1,0,0,7,30,0,0
2025-07-21,Neurology,Neurological,Stroke & Seizure,18,22,28,0.7857142857142857,HIGH,8.58769074122319,8,0,8,,3.7041458530558624,2.0,0.7857142857142857,0.65,0.19495504489767698,0.5254902756302828,75.55533736597816,24.44466263402184,54.972743962319726,3600.0,0.03,7,1.0,0.0724248163522096,1,0,0,7,30,0,0
2025-07-21,Oncology,Cancer,Radiation Therapy,17,20,25,0.8,HIGH,5.256101455431043,8,0,7,,3.9436425998868456,2.125,0.8,0.65,0.2190912555492692,0.5567768507850307,86.53844113867726,13.461558861322743,59.905710686502594,3960.0,0.03,3,0.9158467206408366,0.0631372176238769,1,0,0,7,30,0,0
2025-07-21,Orthopedics,Musculoskeletal,Spine Surgery,21,25,35,0.7142857142857143,CRITICAL,8.871648501611343,20,3,8,,5.093439691289514,2.6666666666666665,0.7142857142857143,1.05,0.23151998596770518,0.43366764294011106,99.09156868159981,0.90843131840019,58.07394036005313,4500.0,0.08,4,0.9794236166509975,0.04807543246809075,1,0,0,7,30,0,0
2025-07-22,Cardiology,Cardiovascular,ACS & Heart Failure,16,19,30,0.6333333333333333,MEDIUM,6.7160463529688395,2,0,7,,4.521652800442841,2.0,0.6333333333333333,0.4,0.2659795764966377,0.34113382346536436,48.15558448531488,51.84441551468512,61.407313679084886,3000.0,0.01,2,0.8473327767594995,0.028876728561326278,1,0,1,7,30,0,0
2025-07-22,Emergency,Trauma,ED High Acuity Mix,8,10,15,0.6666666666666666,MEDIUM,6.631850015531506,1,7,4,97.60882816381253,2.1130266166829443,3.0,0.6666666666666666,0.4,0.23478073518699383,0.373951773871581,50.319058644418874,49.680941355581126,47.121442334068334,1800.0,0.01,1,0.9589230996576432,0.0580634532844707,0,0,1,7,30,0,0
2025-07-22,General Ward,General,Respiratory & Med-Surg,62,74,100,0.74,LOW,3.901968928720212,3,3,29,,15.603644138787816,2.1666666666666665,0.74,0.3,0.2476768910918701,0.4622522713220978,32.83997269762121,67.1600273023788,61.727705831982476,1080.0,0.002,5,0.8775998570924212,0.05337636391798599,5,0,1,7,30,0,0
2025-07-22,ICU,Respiratory,Critical Care Mix,12,15,20,0.75,HIGH,7.663838031190368,6,0,6,,3.0957656685416604,1.7142857142857142,0.75,0.65,0.2381358206570508,0.45660214717838593,76.4384102183786,23.561589781621393,73.15557812583826,6300.0,0.03,1,0.9049318230187731,0.04784190206812455,1,0,1,7,30,0,0
2025-07-22,Neurology,Neurological,Stroke & Seizure,17,20,28,0.7142857142857143,HIGH,5.690726102230544,8,0,7,,4.481817565853792,2.125,0.7142857142857143,0.65,0.2489898647696551,0.4514147844360461,84.86262386523453,15.137376134765475,68.15660933968547,3600.0,0.03,2,0.8989299948448488,0.061616499450535,1,0,1,7,30,0,0
2025-07-22,Oncology,Cancer,Radiation Therapy,16,19,25,0.76,MEDIUM,9.061198868755465,2,0,10,,4.273544407794592,1.4545454545454546,0.76,0.4,0.2513849651643878,0.5085317757516706,52.152771648191205,47.847228351808795,65.29442801413859,2640.0,0.01,7,0.8987319264867237,0.06607709630178141,1,0,1,7,30,0,0
2025-07-22,Orthopedics,Musculoskeletal,Spine Surgery,22,26,35,0.7428571428571429,CRITICAL,10.843234688373304,20,3,9,,4.823429152587964,2.5,0.7428571428571429,1.05,0.20971431098208537,0.4763160022190687,94.41722957231964,5.582770427680359,59.4917240512214,4500.0,0.08,2,0.9078741775236989,0.04972835289390305,2,0,1,7,30,0,0
2025-07-23,Cardiology,Cardiovascular,ACS & Heart Failure,22,27,30,0.9,MEDIUM,5.789092705965232,4,1,12,,5.65617123841721,1.7692307692307692,0.9,0.4,0.24592048862683522,0.6696381529170145,61.43262204957288,38.56737795042712,55.562102598301884,3000.0,0.01,1,0.8864883318893282,0.08678108007294072,2,4,2,7,30,0,0
2025-07-23,Emergency,Trauma,ED High Acuity Mix,8,10,15,0.6666666666666666,HIGH,6.977052687451307,4,7,4,122.71917105701976,1.8517472228321945,3.0,0.6666666666666666,0.65,0.20574969142579938,0.37987632327268,75.26230677477393,24.737693225226067,51.602701822978865,2700.0,0.03,5,0.9195401417974538,0.05845764271133347,0,0,2,7,30,0,0
2025-07-23,General Ward,General,Infectious Diseases,67,79,100,0.79,LOW,3.023830981531462,3,3,29,,16.202332621903846,2.3333333333333335,0.79,0.3,0.23826959738093892,0.5293752252399879,32.84980416293842,67.15019583706157,58.10956117139251,1080.0,0.002,1,0.9570452316525564,0.06935296068139175,6,0,2,7,30,0,0
2025-07-23,ICU,Respiratory,Critical Care Mix,13,16,20,0.8,CRITICAL,10.383126365243244,12,1,5,,2.7508623207311067,2.3333333333333335,0.8,1.05,0.19649016576650763,0.5251149355021116,84.52781236642548,15.47218763357452,61.18671659784159,8750.0,0.08,1,0.898449944708353,0.05655982658376392,1,0,2,7,30,0,0
2025-07-23,Neurology,Neurological,Movement Disorders,18,22,28,0.7857142857142857,LOW,3.951791614357439,1,0,8,,4.559426411190817,2.0,0.7857142857142857,0.3,0.23996981111530613,0.5057521708498002,33.81505329958945,66.18494670041055,69.79781328983171,1800.0,0.002,2,0.9707523471729238,0.06943097667990572,1,0,2,7,30,0,0
2025-07-23,Oncology,Cancer,Radiation Therapy,15,18,25,0.72,MEDIUM,6.455300035707768,2,0,8,,3.678820961915256,1.6666666666666667,0.72,0.4,0.2299263101197035,0.4435457771336859,44.37117040309982,55.62882959690018,66.42031387292107,2640.0,0.01,6,0.8749260105570784,0.06996133787509196,1,0,2,7,30,0,0
2025-07-23,Orthopedics,Musculoskeletal,Spine Surgery,22,26,35,0.7428571428571429,HIGH,4.960464234379922,10,1,11,,4.869900440151526,1.9166666666666667,0.7428571428571429,0.65,0.21173480174571854,0.48048689062634337,74.17384060424176,25.82615939575824,59.16809897728269,3240.0,0.03,6,0.9190381619467971,0.06688875897717117,2,0,2,7,30,0,0
2025-07-24,Cardiology,Cardiovascular,ACS & Heart Failure,20,24,30,0.8,MEDIUM,5.094489528130839,3,1,8,,4.203034368740653,2.3333333333333335,0.8,0.4,0.2001444937495549,0.5362593280738647,44.14668734899905,55.85331265100095,59.7739736884056,3000.0,0.01,1,0.9073854245374643,0.057156749517469636,1,0,3,7,30,0,0
2025-07-24,Emergency,Trauma,ED High Acuity Mix,8,10,15,0.6666666666666666,MEDIUM,7.089801172607061,1,6,3,96.30974691542109,2.2911394828855878,3.5,0.6666666666666666,0.4,0.2545710536539542,0.3840923875142961,49.30651584948493,50.69348415051507,48.862342242942475,1800.0,0.01,7,0.8984540732136188,0.06234947069699502,0,0,3,7,30,0,0
2025-07-24,General Ward,General,Infectious Diseases,55,65,100,0.65,MEDIUM,8.623209864784117,9,2,20,,14.160529967219649,2.7142857142857144,0.65,0.4,0.2528666065574937,0.3629864332098062,52.64551980836473,47.35448019163527,56.90044790108846,1440.0,0.01,3,0.937073836952354,0.059379862310459997,4,0,3,7,30,0,0
